id,Dest,Dest_lon,Dest_lat,Origin,Origin_lon,Origin_lat
895,CMH,-82.8877,39.9974,JFK,-73.79,40.6437
896,LGA,-73.8756,40.7731,CHS,-80.0356,32.8838
897,TYS,-83.9889,35.8064,CVG,-84.6625,39.0571
898,PIT,-80.2328,40.4914,CVG,-84.6625,39.0571
899,CVG,-84.6625,39.0571,DAY,-84.2207,39.8968
900,CVG,-84.6625,39.0571,TRI,-82.4087,36.4805
901,MKE,-87.9051,42.9471,CVG,-84.6625,39.0571
902,PHL,-75.2419,39.8768,ATL,-84.4333,33.6558
903,BOS,-71.0281,42.3717,JAX,-81.676,30.4914
904,BOS,-71.0281,42.3717,GSO,-79.9427,36.1038
905,CVG,-84.6625,39.0571,FLL,-80.1354,26.0722
906,CVG,-84.6625,39.0571,CID,-91.7008,41.8893
907,CVG,-84.6625,39.0571,JFK,-73.79,40.6437
908,GRR,-85.5307,42.8841,CVG,-84.6625,39.0571
909,DFW,-97.0409,32.9222,CVG,-84.6625,39.0571
910,CVG,-84.6625,39.0571,MIA,-80.2727,25.7953
911,GSO,-79.9427,36.1038,CVG,-84.6625,39.0571
912,ROC,-77.6697,43.1309,CVG,-84.6625,39.0571
913,BTV,-73.1552,44.4688,JFK,-73.79,40.6437
914,JFK,-73.79,40.6437,BNA,-86.6682,36.1342
915,RDU,-78.7923,35.8729,CVG,-84.6625,39.0571
916,BOS,-71.0281,42.3717,RDU,-78.7923,35.8729
917,SAV,-81.2133,32.1338,CVG,-84.6625,39.0571
918,JFK,-73.79,40.6437,CLE,-81.8339,41.4115
919,ATL,-84.4333,33.6558,MDT,-76.7564,40.1962
920,RIC,-77.3332,37.5108,CVG,-84.6625,39.0571
921,BOS,-71.0281,42.3717,CHS,-80.0356,32.8838
922,LGA,-73.8756,40.7731,BHM,-86.7492,33.5604
923,LGA,-73.8756,40.7731,CVG,-84.6625,39.0571
924,ATL,-84.4333,33.6558,AUS,-97.6653,30.2027
925,ATL,-84.4333,33.6558,LEX,-84.5989,38.0384
926,CVG,-84.6625,39.0571,PWM,-70.3103,43.6475
927,RSW,-81.7531,26.5228,CVG,-84.6625,39.0571
928,CVG,-84.6625,39.0571,ATL,-84.4333,33.6558
929,CVG,-84.6625,39.0571,SRQ,-82.5516,27.3868
930,MDW,-87.7416,41.7875,ATL,-84.4333,33.6558
931,ATL,-84.4333,33.6558,GSO,-79.9427,36.1038
932,CVG,-84.6625,39.0571,MSP,-93.1987,44.8793
933,BTV,-73.1552,44.4688,CVG,-84.6625,39.0571
934,FSD,-96.7317,43.5813,CVG,-84.6625,39.0571
935,DCA,-77.0438,38.849,CVG,-84.6625,39.0571
936,STL,-90.3647,38.7414,JFK,-73.79,40.6437
937,DCA,-77.0438,38.849,LEX,-84.5989,38.0384
938,GSO,-79.9427,36.1038,LGA,-73.8756,40.7731
939,BOS,-71.0281,42.3717,BGR,-68.8167,44.8086
940,BTR,-91.1567,30.533,DCA,-77.0438,38.849
941,JFK,-73.79,40.6437,AUS,-97.6653,30.2027
942,PHL,-75.2419,39.8768,JFK,-73.79,40.6437
943,CVG,-84.6625,39.0571,HSV,-86.7767,34.6492
944,ATL,-84.4333,33.6558,RDU,-78.7923,35.8729
945,JFK,-73.79,40.6437,ORD,-87.8825,41.9796
946,DSM,-93.6481,41.5328,CVG,-84.6625,39.0571
947,CVG,-84.6625,39.0571,ORF,-76.2154,36.8977
948,CVG,-84.6625,39.0571,ABE,-75.4342,40.6514
949,COS,-104.697,38.7829,CVG,-84.6625,39.0571
950,CVG,-84.6625,39.0571,CHA,-85.1966,35.0373
951,ATL,-84.4333,33.6558,SYR,-76.1121,43.1141
952,BGR,-68.8167,44.8086,CVG,-84.6625,39.0571
953,LGA,-73.8756,40.7731,GSP,-82.2167,34.8907
954,LEX,-84.5989,38.0384,LGA,-73.8756,40.7731
955,BWI,-76.6745,39.1841,BOS,-71.0281,42.3717
956,BOS,-71.0281,42.3717,SDF,-85.7462,38.1865
957,ATL,-84.4333,33.6558,BTR,-91.1567,30.533
958,JFK,-73.79,40.6437,BOS,-71.0281,42.3717
959,HSV,-86.7767,34.6492,LGA,-73.8756,40.7731
960,HSV,-86.7767,34.6492,DCA,-77.0438,38.849
961,CVG,-84.6625,39.0571,CAE,-81.1241,33.9468
962,DCA,-77.0438,38.849,BOS,-71.0281,42.3717
963,TPA,-82.5356,27.9744,LGA,-73.8756,40.7731
964,CMH,-82.8877,39.9974,ATL,-84.4333,33.6558
965,MCO,-81.3115,28.4418,GSP,-82.2167,34.8907
966,CVG,-84.6625,39.0571,CRW,-81.5951,38.3697
967,CMH,-82.8877,39.9974,RSW,-81.7531,26.5228
968,MSY,-90.2569,29.983,CVG,-84.6625,39.0571
969,JAN,-90.0733,32.3089,CVG,-84.6625,39.0571
970,BOS,-71.0281,42.3717,MSY,-90.2569,29.983
971,MCO,-81.3115,28.4418,GSO,-79.9427,36.1038
972,BUF,-78.738,42.9309,JFK,-73.79,40.6437
973,IND,-86.2707,39.7322,JFK,-73.79,40.6437
974,CAK,-81.4309,40.9149,CVG,-84.6625,39.0571
975,DSM,-93.6481,41.5328,OMA,-95.8998,41.3
976,CVG,-84.6625,39.0571,BUF,-78.738,42.9309
977,JAX,-81.676,30.4914,MCO,-81.3115,28.4418
978,BTV,-73.1552,44.4688,BGR,-68.8167,44.8086
979,MIA,-80.2727,25.7953,RSW,-81.7531,26.5228
980,MSP,-93.1987,44.8793,ATL,-84.4333,33.6558
981,ALB,-73.809,42.7426,ATL,-84.4333,33.6558
982,DAB,-81.0615,29.1874,CVG,-84.6625,39.0571
983,JFK,-73.79,40.6437,PWM,-70.3103,43.6475
984,CVG,-84.6625,39.0571,TPA,-82.5356,27.9744
985,LGA,-73.8756,40.7731,DAB,-81.0615,29.1874
986,CVG,-84.6625,39.0571,PFN,-85.6829,30.2071
987,PBI,-80.0889,26.6909,BDL,-72.6816,41.9271
988,JFK,-73.79,40.6437,IAD,-77.4484,38.9556
989,AUS,-97.6653,30.2027,MEM,-89.9823,35.047
990,RSW,-81.7531,26.5228,BDL,-72.6816,41.9271
991,JAX,-81.676,30.4914,CHS,-80.0356,32.8838
992,LGA,-73.8756,40.7731,ABE,-75.4342,40.6514
993,JFK,-73.79,40.6437,ACY,-74.5716,39.4512
994,COS,-104.697,38.7829,ATL,-84.4333,33.6558
995,ATL,-84.4333,33.6558,HOU,-95.2795,29.6572
996,STL,-90.3647,38.7414,ATL,-84.4333,33.6558
997,ATL,-84.4333,33.6558,MKE,-87.9051,42.9471
998,BNA,-86.6682,36.1342,ATL,-84.4333,33.6558
999,ATL,-84.4333,33.6558,BUF,-78.738,42.9309
1000,GSP,-82.2167,34.8907,ATL,-84.4333,33.6558
1001,CVG,-84.6625,39.0571,DEN,-104.672,39.8396
1002,MCI,-94.7171,39.2992,ATL,-84.4333,33.6558
1003,MEM,-89.9823,35.047,ATL,-84.4333,33.6558
1004,MSP,-93.1987,44.8793,MKE,-87.9051,42.9471
1005,SAT,-98.4729,29.5252,MCI,-94.7171,39.2992
1006,PIT,-80.2328,40.4914,MCI,-94.7171,39.2992
1007,PIT,-80.2328,40.4914,MKE,-87.9051,42.9471
1008,MKE,-87.9051,42.9471,BDL,-72.6816,41.9271
1009,MSN,-89.3465,43.1351,MKE,-87.9051,42.9471
1010,MKE,-87.9051,42.9471,CMH,-82.8877,39.9974
1011,PHL,-75.2419,39.8768,MKE,-87.9051,42.9471
1012,MCI,-94.7171,39.2992,CMH,-82.8877,39.9974
1013,OMA,-95.8998,41.3,MKE,-87.9051,42.9471
1014,MCI,-94.7171,39.2992,MSN,-89.3465,43.1351
1015,RDU,-78.7923,35.8729,MKE,-87.9051,42.9471
1016,CLT,-80.946,35.2226,MKE,-87.9051,42.9471
1017,BWI,-76.6745,39.1841,MKE,-87.9051,42.9471
1018,COS,-104.697,38.7829,MCI,-94.7171,39.2992
1019,TWF,-114.485,42.4838,SLC,-111.982,40.7862
1020,SUN,-114.301,43.5065,SLC,-111.982,40.7862
1021,SLC,-111.982,40.7862,CDC,-113.092,37.6992
1022,SLC,-111.982,40.7862,PIH,-112.588,42.9056
1023,COD,-109.031,44.5134,SLC,-111.982,40.7862
1024,SLC,-111.982,40.7862,EKO,-115.78,40.829
1025,SLC,-111.982,40.7862,SGU,-113.591,37.0973
1026,SLC,-111.982,40.7862,CPR,-106.465,42.8966
1027,YUM,-114.599,32.6685,SLC,-111.982,40.7862
1028,SLC,-111.982,40.7862,BUR,-118.352,34.1963
1029,SLC,-111.982,40.7862,PSC,-119.117,46.2592
1030,SBA,-119.835,34.4255,SLC,-111.982,40.7862
1031,SLC,-111.982,40.7862,DRO,-107.751,37.1595
1032,SLC,-111.982,40.7862,COS,-104.697,38.7829
1033,ELP,-106.393,31.7982,SLC,-111.982,40.7862
1034,BFL,-119.044,35.4288,SLC,-111.982,40.7862
1035,SLC,-111.982,40.7862,OMA,-95.8998,41.3
1036,GTF,-111.356,47.482,SLC,-111.982,40.7862
1037,SLC,-111.982,40.7862,TUS,-110.936,32.1204
1038,SLC,-111.982,40.7862,BTM,-112.503,45.9544
1039,SLC,-111.982,40.7862,GJT,-108.529,39.1217
1040,RAP,-103.06,44.037,SLC,-111.982,40.7862
1041,SLC,-111.982,40.7862,SLE,-123.008,44.9104
1042,MSO,-114.084,46.9192,SLC,-111.982,40.7862
1043,IDA,-112.068,43.5147,SLC,-111.982,40.7862
1044,LGB,-118.144,33.8186,SLC,-111.982,40.7862
1045,SLC,-111.982,40.7862,SNA,-117.859,33.6813
1046,SJC,-121.926,37.3679,SLC,-111.982,40.7862
1047,SLC,-111.982,40.7862,PSP,-116.509,33.8227
1048,BZN,-111.157,45.7722,SLC,-111.982,40.7862
1049,SLC,-111.982,40.7862,FAR,-96.8243,46.9195
1050,SLC,-111.982,40.7862,HLN,-111.99,46.6104
1051,SLC,-111.982,40.7862,FCA,-114.252,48.3075
1052,SAN,-117.195,32.7299,SLC,-111.982,40.7862
1053,SAT,-98.4729,29.5252,SLC,-111.982,40.7862
1054,SLC,-111.982,40.7862,LWS,-117.011,46.3776
1055,SLC,-111.982,40.7862,YKM,-120.54,46.5703
1056,SLC,-111.982,40.7862,FAT,-119.717,36.7675
1057,BIL,-108.537,45.8034,SLC,-111.982,40.7862
1058,SLC,-111.982,40.7862,SFO,-122.392,37.6148
1059,SLC,-111.982,40.7862,MFR,-122.874,42.3691
1060,TUL,-95.8892,36.1877,SLC,-111.982,40.7862
1061,MSP,-93.1987,44.8793,SLC,-111.982,40.7862
1062,SLC,-111.982,40.7862,RDM,-121.162,44.2533
1063,SMF,-121.591,38.683,SLC,-111.982,40.7862
1064,MTJ,-107.899,38.5003,SLC,-111.982,40.7862
1065,BLI,-122.532,48.7955,SLC,-111.982,40.7862
1066,SLC,-111.982,40.7862,SBP,-120.641,35.239
1067,JAC,-110.736,43.6034,SLC,-111.982,40.7862
1068,ASE,-106.864,39.2197,SLC,-111.982,40.7862
1069,AUS,-97.6653,30.2027,SLC,-111.982,40.7862
1070,HDN,-107.219,40.485,SLC,-111.982,40.7862
1071,CMH,-82.8877,39.9974,SLC,-111.982,40.7862
1072,SLC,-111.982,40.7862,BNA,-86.6682,36.1342
1073,SLC,-111.982,40.7862,DFW,-97.0409,32.9222
1074,SLC,-111.982,40.7862,MSY,-90.2569,29.983
1075,CLE,-81.8339,41.4115,SLC,-111.982,40.7862
1076,ATL,-84.4333,33.6558,XNA,-94.2955,36.2756
1077,LAX,-118.391,33.9456,SAN,-117.195,32.7299
1078,SBA,-119.835,34.4255,LAX,-118.391,33.9456
1079,SMF,-121.591,38.683,SFO,-122.392,37.6148
1080,LAX,-118.391,33.9456,MRY,-121.851,36.5872
1081,MRY,-121.851,36.5872,SFO,-122.392,37.6148
1082,LAX,-118.391,33.9456,BFL,-119.044,35.4288
1083,LAX,-118.391,33.9456,IYK,-117.816,35.6606
1084,PSP,-116.509,33.8227,LAX,-118.391,33.9456
1085,SMX,-120.437,34.8888,LAX,-118.391,33.9456
1086,SFO,-122.392,37.6148,MFR,-122.874,42.3691
1087,SFO,-122.392,37.6148,SBP,-120.641,35.239
1088,FAT,-119.717,36.7675,SFO,-122.392,37.6148
1089,SFO,-122.392,37.6148,ACV,-124.108,40.9698
1090,LAX,-118.391,33.9456,FAT,-119.717,36.7675
1091,OXR,-119.206,34.1984,LAX,-118.391,33.9456
1092,SBP,-120.641,35.239,LAX,-118.391,33.9456
1093,SFO,-122.392,37.6148,BFL,-119.044,35.4288
1094,SFO,-122.392,37.6148,RDD,-122.302,40.5056
1095,SBA,-119.835,34.4255,SFO,-122.392,37.6148
1096,PDX,-122.587,45.5867,EUG,-123.213,44.1184
1097,SJC,-121.926,37.3679,SBA,-119.835,34.4255
1098,MFR,-122.874,42.3691,PDX,-122.587,45.5867
1099,SMF,-121.591,38.683,ACV,-124.108,40.9698
1100,ACV,-124.108,40.9698,CEC,-124.237,41.7765
1101,LAX,-118.391,33.9456,SGU,-113.591,37.0973
1102,SFO,-122.392,37.6148,CEC,-124.237,41.7765
1103,MOD,-120.959,37.6319,SFO,-122.392,37.6148
1104,PDX,-122.587,45.5867,RDM,-121.162,44.2533
1105,YUM,-114.599,32.6685,LAX,-118.391,33.9456
1106,RDM,-121.162,44.2533,SFO,-122.392,37.6148
1107,SEA,-122.296,47.4405,PDX,-122.587,45.5867
1108,SFO,-122.392,37.6148,CIC,-121.854,39.7987
1109,LAX,-118.391,33.9456,IPL,-115.57,32.8332
1110,IPL,-115.57,32.8332,YUM,-114.599,32.6685
1111,LAX,-118.391,33.9456,CLD,-117.275,33.1255
1112,MOD,-120.959,37.6319,LAX,-118.391,33.9456
1113,SGF,-93.3817,37.243,ORD,-87.8825,41.9796
1114,ORD,-87.8825,41.9796,LEX,-84.5989,38.0384
1115,ORD,-87.8825,41.9796,BTV,-73.1552,44.4688
1116,PSP,-116.509,33.8227,DEN,-104.672,39.8396
1117,ICT,-97.43,37.6531,DEN,-104.672,39.8396
1118,FCA,-114.252,48.3075,DEN,-104.672,39.8396
1119,ORD,-87.8825,41.9796,MKE,-87.9051,42.9471
1120,IND,-86.2707,39.7322,ORD,-87.8825,41.9796
1121,DEN,-104.672,39.8396,ELP,-106.393,31.7982
1122,LAX,-118.391,33.9456,ASE,-106.864,39.2197
1123,DEN,-104.672,39.8396,MFR,-122.874,42.3691
1124,ORD,-87.8825,41.9796,MEM,-89.9823,35.047
1125,DEN,-104.672,39.8396,FAR,-96.8243,46.9195
1126,ORD,-87.8825,41.9796,ASE,-106.864,39.2197
1127,ORD,-87.8825,41.9796,BOI,-116.222,43.5709
1128,PIA,-89.6909,40.6663,ORD,-87.8825,41.9796
1129,ORD,-87.8825,41.9796,HPN,-73.7042,41.0693
1130,LNK,-96.7543,40.8461,ORD,-87.8825,41.9796
1131,CRW,-81.5951,38.3697,ORD,-87.8825,41.9796
1132,XNA,-94.2955,36.2756,ORD,-87.8825,41.9796
1133,LNK,-96.7543,40.8461,DEN,-104.672,39.8396
1134,DEN,-104.672,39.8396,BZN,-111.157,45.7722
1135,GUC,-106.941,38.5356,DEN,-104.672,39.8396
1136,ORD,-87.8825,41.9796,BZN,-111.157,45.7722
1137,ORD,-87.8825,41.9796,SDF,-85.7462,38.1865
1138,ORD,-87.8825,41.9796,AZO,-85.5563,42.2398
1139,SFO,-122.392,37.6148,RNO,-119.776,39.5064
1140,FAR,-96.8243,46.9195,ORD,-87.8825,41.9796
1141,ORD,-87.8825,41.9796,TUL,-95.8892,36.1877
1142,ORD,-87.8825,41.9796,DFW,-97.0409,32.9222
1143,TYS,-83.9889,35.8064,ORD,-87.8825,41.9796
1144,FAT,-119.717,36.7675,DEN,-104.672,39.8396
1145,IDA,-112.068,43.5147,DEN,-104.672,39.8396
1146,BUR,-118.352,34.1963,SFO,-122.392,37.6148
1147,ORD,-87.8825,41.9796,ICT,-97.43,37.6531
1148,HDN,-107.219,40.485,ORD,-87.8825,41.9796
1149,DEN,-104.672,39.8396,MLI,-90.5058,41.4539
1150,DEN,-104.672,39.8396,BHM,-86.7492,33.5604
1151,LAX,-118.391,33.9456,OKC,-97.5974,35.3981
1152,ORD,-87.8825,41.9796,OMA,-95.8998,41.3
1153,SFO,-122.392,37.6148,PSP,-116.509,33.8227
1154,BFL,-119.044,35.4288,DEN,-104.672,39.8396
1155,SNA,-117.859,33.6813,SFO,-122.392,37.6148
1156,OMA,-95.8998,41.3,DEN,-104.672,39.8396
1157,PIA,-89.6909,40.6663,DEN,-104.672,39.8396
1158,ONT,-117.594,34.062,SFO,-122.392,37.6148
1159,DEN,-104.672,39.8396,EUG,-123.213,44.1184
1160,LAX,-118.391,33.9456,DFW,-97.0409,32.9222
1161,BUR,-118.352,34.1963,DEN,-104.672,39.8396
1162,DEN,-104.672,39.8396,DAY,-84.2207,39.8968
1163,SFO,-122.392,37.6148,COS,-104.697,38.7829
1164,EUG,-123.213,44.1184,SFO,-122.392,37.6148
1165,SFO,-122.392,37.6148,BOI,-116.222,43.5709
1166,TUS,-110.936,32.1204,SFO,-122.392,37.6148
1167,SFO,-122.392,37.6148,ABQ,-106.625,35.0494
1168,PMD,-118.084,34.6294,SFO,-122.392,37.6148
1169,COS,-104.697,38.7829,LAX,-118.391,33.9456
1170,SLC,-111.982,40.7862,ORD,-87.8825,41.9796
1171,DEN,-104.672,39.8396,BIS,-100.757,46.7745
1172,PSC,-119.117,46.2592,DEN,-104.672,39.8396
1173,DEN,-104.672,39.8396,MKE,-87.9051,42.9471
1174,DEN,-104.672,39.8396,TUS,-110.936,32.1204
1175,TUL,-95.8892,36.1877,DEN,-104.672,39.8396
1176,GTF,-111.356,47.482,DEN,-104.672,39.8396
1177,DEN,-104.672,39.8396,FSD,-96.7317,43.5813
1178,HSV,-86.7767,34.6492,DEN,-104.672,39.8396
1179,MEM,-89.9823,35.047,DEN,-104.672,39.8396
1180,SGF,-93.3817,37.243,DEN,-104.672,39.8396
1181,DEN,-104.672,39.8396,BIL,-108.537,45.8034
1182,TYS,-83.9889,35.8064,DEN,-104.672,39.8396
1183,BOI,-116.222,43.5709,DEN,-104.672,39.8396
1184,CID,-91.7008,41.8893,DEN,-104.672,39.8396
1185,DEN,-104.672,39.8396,DSM,-93.6481,41.5328
1186,SBA,-119.835,34.4255,DEN,-104.672,39.8396
1187,RFD,-89.0955,42.2035,DEN,-104.672,39.8396
1188,DEN,-104.672,39.8396,XNA,-94.2955,36.2756
1189,MRY,-121.851,36.5872,DEN,-104.672,39.8396
1190,MSO,-114.084,46.9192,DEN,-104.672,39.8396
1191,SGF,-93.3817,37.243,XNA,-94.2955,36.2756
1192,SFO,-122.392,37.6148,ASE,-106.864,39.2197
1193,MSY,-90.2569,29.983,ATL,-84.4333,33.6558
1194,PIT,-80.2328,40.4914,SLC,-111.982,40.7862
1195,SLC,-111.982,40.7862,DTW,-83.3412,42.2327
1196,ORD,-87.8825,41.9796,DAY,-84.2207,39.8968
1197,ORD,-87.8825,41.9796,GJT,-108.529,39.1217
1198,ORD,-87.8825,41.9796,DEN,-104.672,39.8396
1199,BZN,-111.157,45.7722,SFO,-122.392,37.6148
1200,GJT,-108.529,39.1217,SFO,-122.392,37.6148
1201,MTJ,-107.899,38.5003,LAX,-118.391,33.9456
1202,ATL,-84.4333,33.6558,DFW,-97.0409,32.9222
1203,MTJ,-107.899,38.5003,ATL,-84.4333,33.6558
1204,LAX,-118.391,33.9456,GJT,-108.529,39.1217
1205,FAR,-96.8243,46.9195,MKE,-87.9051,42.9471
1206,IND,-86.2707,39.7322,BTV,-73.1552,44.4688
1207,LAN,-84.5888,42.7728,COS,-104.697,38.7829
1208,MSN,-89.3465,43.1351,ROA,-79.9688,37.3203
1209,MSP,-93.1987,44.8793,ORD,-87.8825,41.9796
1210,STL,-90.3647,38.7414,FAR,-96.8243,46.9195
1211,SGF,-93.3817,37.243,DFW,-97.0409,32.9222
1212,MCI,-94.7171,39.2992,MEM,-89.9823,35.047
1213,RFD,-89.0955,42.2035,XNA,-94.2955,36.2756
1214,SGF,-93.3817,37.243,ICT,-97.43,37.6531
1215,STL,-90.3647,38.7414,DEN,-104.672,39.8396
1216,DAY,-84.2207,39.8968,LEX,-84.5989,38.0384
1217,LNK,-96.7543,40.8461,OMA,-95.8998,41.3
1218,ATW,-88.5111,44.2603,MSN,-89.3465,43.1351
1219,FSD,-96.7317,43.5813,SGF,-93.3817,37.243
1220,MCI,-94.7171,39.2992,FAR,-96.8243,46.9195
1221,BHM,-86.7492,33.5604,ATL,-84.4333,33.6558
1222,SUN,-114.301,43.5065,TWF,-114.485,42.4838
1223,ABQ,-106.625,35.0494,DRO,-107.751,37.1595
1224,ATW,-88.5111,44.2603,BOI,-116.222,43.5709
1225,LIT,-92.219,34.7278,ORD,-87.8825,41.9796
1226,ALB,-73.809,42.7426,ORD,-87.8825,41.9796
1227,FAT,-119.717,36.7675,SJC,-121.926,37.3679
1228,LIT,-92.219,34.7278,DEN,-104.672,39.8396
1229,CAK,-81.4309,40.9149,SYR,-76.1121,43.1141
1230,PIT,-80.2328,40.4914,ATL,-84.4333,33.6558
1231,ATW,-88.5111,44.2603,PHL,-75.2419,39.8768
1232,GRB,-88.1274,44.4923,OMA,-95.8998,41.3
1233,GRB,-88.1274,44.4923,DEN,-104.672,39.8396
1234,SBN,-86.311,41.7006,ALB,-73.809,42.7426
1235,SDF,-85.7462,38.1865,GRB,-88.1274,44.4923
1236,DSM,-93.6481,41.5328,ATW,-88.5111,44.2603
1237,LAN,-84.5888,42.7728,LNK,-96.7543,40.8461
1238,FAR,-96.8243,46.9195,XNA,-94.2955,36.2756
1239,OMA,-95.8998,41.3,CMH,-82.8877,39.9974
1240,OMA,-95.8998,41.3,CLE,-81.8339,41.4115
1241,MKE,-87.9051,42.9471,GRB,-88.1274,44.4923
1242,MKE,-87.9051,42.9471,ATW,-88.5111,44.2603
1243,BTM,-112.503,45.9544,BZN,-111.157,45.7722
1244,SFO,-122.392,37.6148,DEN,-104.672,39.8396
1245,SLC,-111.982,40.7862,BHM,-86.7492,33.5604
1246,TUS,-110.936,32.1204,HSV,-86.7767,34.6492
1247,LAN,-84.5888,42.7728,FAR,-96.8243,46.9195
1248,LNK,-96.7543,40.8461,PIA,-89.6909,40.6663
1249,SPI,-89.672,39.8445,SDF,-85.7462,38.1865
1250,TWF,-114.485,42.4838,SGU,-113.591,37.0973
1251,PIH,-112.588,42.9056,CPR,-106.465,42.8966
1252,TYS,-83.9889,35.8064,ATL,-84.4333,33.6558
1253,GRR,-85.5307,42.8841,DEN,-104.672,39.8396
1254,PIT,-80.2328,40.4914,DEN,-104.672,39.8396
1255,DSM,-93.6481,41.5328,LAX,-118.391,33.9456
1256,RAP,-103.06,44.037,MSP,-93.1987,44.8793
1257,BFL,-119.044,35.4288,IYK,-117.816,35.6606
1258,PSP,-116.509,33.8227,BUR,-118.352,34.1963
1259,RFD,-89.0955,42.2035,ASE,-106.864,39.2197
1260,ATL,-84.4333,33.6558,ASE,-106.864,39.2197
1261,DFW,-97.0409,32.9222,DEN,-104.672,39.8396
1262,MFR,-122.874,42.3691,LAX,-118.391,33.9456
1263,SBA,-119.835,34.4255,MFR,-122.874,42.3691
1264,RDM,-121.162,44.2533,GEG,-117.538,47.625
1265,TWF,-114.485,42.4838,SFO,-122.392,37.6148
1266,FAT,-119.717,36.7675,SBP,-120.641,35.239
1267,RDM,-121.162,44.2533,MFR,-122.874,42.3691
1268,MCI,-94.7171,39.2992,MKE,-87.9051,42.9471
1269,CHS,-80.0356,32.8838,ATW,-88.5111,44.2603
1270,RFD,-89.0955,42.2035,MSN,-89.3465,43.1351
1271,CRW,-81.5951,38.3697,DEN,-104.672,39.8396
1272,MKE,-87.9051,42.9471,BHM,-86.7492,33.5604
1273,BNA,-86.6682,36.1342,CRW,-81.5951,38.3697
1274,PIH,-112.588,42.9056,DEN,-104.672,39.8396
1275,RDD,-122.302,40.5056,SMF,-121.591,38.683
1276,HNL,-157.919,21.3358,ORD,-87.8825,41.9796
1277,ORD,-87.8825,41.9796,KOA,-156.039,19.7334
1278,KOA,-156.039,19.7334,OGG,-156.441,20.8926
1279,OGG,-156.441,20.8926,ORD,-87.8825,41.9796
1280,JFK,-73.79,40.6437,SFO,-122.392,37.6148
1281,JFK,-73.79,40.6437,LAX,-118.391,33.9456
1282,SFO,-122.392,37.6148,SEA,-122.296,47.4405
1283,OGG,-156.441,20.8926,SFO,-122.392,37.6148
1284,SFO,-122.392,37.6148,MCO,-81.3115,28.4418
1285,LIH,-159.351,21.9782,SFO,-122.392,37.6148
1286,DEN,-104.672,39.8396,HNL,-157.919,21.3358
1287,DEN,-104.672,39.8396,CLT,-80.946,35.2226
1288,IAD,-77.4484,38.9556,LAX,-118.391,33.9456
1289,LAX,-118.391,33.9456,OGG,-156.441,20.8926
1290,SFO,-122.392,37.6148,KOA,-156.039,19.7334
1291,EWR,-74.1843,40.6924,SFO,-122.392,37.6148
1292,KOA,-156.039,19.7334,LAX,-118.391,33.9456
1293,ORD,-87.8825,41.9796,SFO,-122.392,37.6148
1294,MCO,-81.3115,28.4418,LAX,-118.391,33.9456
1295,LAX,-118.391,33.9456,ORD,-87.8825,41.9796
1296,LAX,-118.391,33.9456,LIH,-159.351,21.9782
1297,SFO,-122.392,37.6148,HNL,-157.919,21.3358
1298,IAD,-77.4484,38.9556,SFO,-122.392,37.6148
1299,SFO,-122.392,37.6148,PDX,-122.587,45.5867
1300,HNL,-157.919,21.3358,LAX,-118.391,33.9456
1301,LAX,-118.391,33.9456,EWR,-74.1843,40.6924
1302,ORD,-87.8825,41.9796,PHL,-75.2419,39.8768
1303,ORD,-87.8825,41.9796,IAD,-77.4484,38.9556
1304,ORD,-87.8825,41.9796,JAX,-81.676,30.4914
1305,SEA,-122.296,47.4405,ORD,-87.8825,41.9796
1306,IAD,-77.4484,38.9556,DEN,-104.672,39.8396
1307,BOS,-71.0281,42.3717,LAX,-118.391,33.9456
1308,SJC,-121.926,37.3679,DEN,-104.672,39.8396
1309,ORD,-87.8825,41.9796,CMH,-82.8877,39.9974
1310,BOS,-71.0281,42.3717,SFO,-122.392,37.6148
1311,RIC,-77.3332,37.5108,ORD,-87.8825,41.9796
1312,PHL,-75.2419,39.8768,SFO,-122.392,37.6148
1313,PHL,-75.2419,39.8768,LAX,-118.391,33.9456
1314,SEA,-122.296,47.4405,IAD,-77.4484,38.9556
1315,ORD,-87.8825,41.9796,PSP,-116.509,33.8227
1316,SNA,-117.859,33.6813,ORD,-87.8825,41.9796
1317,CMH,-82.8877,39.9974,DEN,-104.672,39.8396
1318,DEN,-104.672,39.8396,PDX,-122.587,45.5867
1319,ORD,-87.8825,41.9796,MSY,-90.2569,29.983
1320,IAD,-77.4484,38.9556,MSY,-90.2569,29.983
1321,SAN,-117.195,32.7299,IAD,-77.4484,38.9556
1322,IAD,-77.4484,38.9556,SJC,-121.926,37.3679
1323,PVD,-71.4399,41.723,ORD,-87.8825,41.9796
1324,MIA,-80.2727,25.7953,IAD,-77.4484,38.9556
1325,IAD,-77.4484,38.9556,PDX,-122.587,45.5867
1326,PDX,-122.587,45.5867,ORD,-87.8825,41.9796
1327,DEN,-104.672,39.8396,SNA,-117.859,33.6813
1328,SFO,-122.392,37.6148,SAT,-98.4729,29.5252
1329,PHL,-75.2419,39.8768,DEN,-104.672,39.8396
1330,JAC,-110.736,43.6034,DEN,-104.672,39.8396
1331,IAD,-77.4484,38.9556,SMF,-121.591,38.683
1332,BWI,-76.6745,39.1841,SFO,-122.392,37.6148
1333,LAX,-118.391,33.9456,BWI,-76.6745,39.1841
1334,DEN,-104.672,39.8396,LGA,-73.8756,40.7731
1335,ORD,-87.8825,41.9796,BWI,-76.6745,39.1841
